Jurisdiction,Week,All,Natural,Septicemia,Malignant,Diabetes,Alzheimer,Influenza,Chronic Illnesses,Other Diseases,Nephritis,"Symptoms, Signs, and Abnormal Clinical and Laboratory Findings",Heart Diseases,Cerebrovascular,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death)
North Dakota,4/17/2021,145,138,NA,37,NA,NA,0,NA,NA,NA,NA,24,NA,13,10
Ohio,4/17/2021,2412,2157,34,448,69,70,21,90,36,49,27,594,136,145,106
Oklahoma,4/17/2021,782,705,NA,158,25,22,NA,42,NA,NA,NA,221,37,40,30
Oregon,4/17/2021,739,666,NA,151,18,31,NA,35,NA,NA,10,165,38,23,20
Pennsylvania,4/17/2021,2868,2631,45,528,81,74,32,93,39,63,43,639,138,315,284
Rhode Island,4/17/2021,190,171,NA,39,NA,NA,0,NA,NA,NA,0,37,11,16,14
South Carolina,4/17/2021,1100,983,19,201,36,44,NA,34,20,17,NA,231,56,78,68
South Dakota,4/17/2021,174,157,NA,35,NA,10,NA,NA,0,NA,0,32,11,11,NA
Tennessee,4/17/2021,1615,1422,20,281,55,43,23,81,20,33,14,377,71,103,88
Texas,4/17/2021,4297,3849,69,779,145,175,48,161,49,67,39,948,237,348,299
Utah,4/17/2021,370,316,NA,56,16,12,NA,13,NA,NA,NA,85,15,12,NA
Vermont,4/17/2021,109,100,NA,22,0,NA,NA,NA,NA,0,0,27,NA,NA,NA
Virginia,4/17/2021,1432,1288,16,267,58,44,12,64,15,21,25,300,89,105,90
Washington,4/17/2021,1195,1059,NA,268,35,56,12,42,12,NA,NA,243,61,59,46
West Virginia,4/17/2021,509,442,NA,92,18,13,NA,19,NA,10,12,108,21,34,27
Wisconsin,4/17/2021,987,880,10,219,20,38,10,45,11,17,NA,204,46,48,38
Wyoming,4/17/2021,76,71,0,23,NA,NA,NA,NA,NA,NA,0,15,NA,NA,NA
Puerto Rico,4/17/2021,656,601,13,105,58,57,13,23,11,23,NA,98,19,54,52
United States,4/24/2021,60285,54291,729,11581,1907,2039,703,2566,864,981,573,13012,3102,4615,3945
Alabama,4/24/2021,1108,1010,27,206,36,44,25,49,20,13,15,281,53,45,38
Alaska,4/24/2021,84,69,NA,25,NA,NA,0,NA,NA,NA,NA,10,NA,NA,NA
Arizona,4/24/2021,1250,1107,NA,259,52,43,20,52,27,20,16,234,56,43,38
Arkansas,4/24/2021,659,586,17,125,23,28,NA,42,NA,16,NA,161,37,15,13
California,4/24/2021,5370,4825,28,1097,220,272,69,177,55,69,30,1238,346,221,173
Colorado,4/24/2021,833,711,NA,144,27,21,NA,38,17,13,NA,158,33,56,41
Connecticut,4/24/2021,608,549,NA,119,15,18,NA,17,11,11,NA,122,25,50,46
Delaware,4/24/2021,209,187,NA,41,NA,11,NA,NA,NA,NA,0,49,16,10,NA
District of Columbia,4/24/2021,127,105,NA,19,NA,NA,NA,NA,NA,0,0,19,NA,12,11
Florida,4/24/2021,4717,4243,63,937,144,126,61,198,54,68,70,985,287,390,346
Georgia,4/24/2021,1893,1702,39,372,53,68,18,96,40,33,12,394,97,121,96
Hawaii,4/24/2021,253,238,NA,56,NA,17,NA,NA,NA,NA,0,53,19,NA,NA
Idaho,4/24/2021,281,256,NA,55,12,14,NA,19,NA,NA,NA,53,19,15,12
Illinois,4/24/2021,2221,2041,24,410,57,56,33,107,29,47,17,494,138,200,178
Indiana,4/24/2021,1285,1156,22,251,53,36,10,62,28,30,NA,275,52,58,46
Iowa,4/24/2021,612,576,NA,119,21,22,NA,47,NA,NA,NA,165,21,29,20
Kansas,4/24/2021,529,483,NA,115,16,19,11,24,NA,NA,NA,125,18,19,16
Kentucky,4/24/2021,1035,918,24,217,26,31,10,49,12,17,NA,197,43,61,45
Louisiana,4/24/2021,1001,872,24,187,26,42,14,44,17,14,17,241,57,36,28
Maine,4/24/2021,290,266,0,69,11,11,NA,12,NA,NA,0,68,12,17,15
Maryland,4/24/2021,1103,981,13,187,30,17,NA,45,NA,12,NA,234,57,132,113
Massachusetts,4/24/2021,1102,993,15,256,20,19,17,40,22,28,10,198,40,59,45
Michigan,4/24/2021,2407,2210,19,388,69,71,20,101,22,41,14,509,108,495,454
Minnesota,4/24/2021,934,852,NA,223,27,36,NA,36,11,NA,19,165,58,65,54
Mississippi,4/24/2021,668,598,NA,125,28,25,15,44,NA,15,NA,157,39,40,27
Missouri,4/24/2021,1308,1165,23,259,48,43,11,64,34,28,NA,277,67,51,44
Montana,4/24/2021,205,183,NA,36,NA,NA,NA,NA,NA,NA,NA,45,11,NA,NA
Nebraska,4/24/2021,328,307,NA,68,NA,17,NA,13,NA,NA,NA,75,20,18,11
Nevada,4/24/2021,577,516,NA,114,20,NA,NA,26,NA,NA,NA,139,42,32,29
New Hampshire,4/24/2021,254,229,0,57,NA,NA,NA,16,NA,NA,NA,54,12,12,10
New Jersey,4/24/2021,1660,1546,34,312,46,53,18,47,48,31,19,320,69,237,210
New Mexico,4/24/2021,415,354,NA,65,13,15,NA,16,NA,NA,NA,86,20,16,11
New York,4/24/2021,2046,1906,20,417,52,49,35,75,39,36,22,445,73,230,203
New York City,4/24/2021,1254,1151,16,226,27,16,32,26,14,NA,13,324,38,232,206
North Carolina,4/24/2021,2036,1811,23,401,77,74,22,83,28,38,23,386,125,124,103
North Dakota,4/24/2021,126,114,NA,30,NA,NA,NA,NA,0,NA,0,26,NA,NA,NA
Ohio,4/24/2021,2571,2338,32,482,80,86,31,115,39,38,28,553,158,197,165
Oklahoma,4/24/2021,786,704,NA,153,20,27,NA,47,NA,NA,NA,228,29,39,25
Oregon,4/24/2021,789,700,NA,174,31,31,0,37,NA,12,12,126,39,29,22
Pennsylvania,4/24/2021,2819,2581,47,513,72,72,28,113,47,65,31,608,149,339,301
Rhode Island,4/24/2021,202,174,0,38,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA
South Carolina,4/24/2021,1067,930,12,182,34,41,NA,53,11,13,NA,217,56,89,74
South Dakota,4/24/2021,169,154,NA,37,NA,NA,NA,NA,NA,NA,0,34,NA,10,NA
Tennessee,4/24/2021,1670,1463,26,300,46,62,21,85,22,24,16,362,78,124,103
Texas,4/24/2021,4561,4109,62,780,145,184,54,184,56,95,42,1047,221,336,300
Utah,4/24/2021,391,335,NA,63,17,17,NA,14,NA,NA,NA,79,19,22,20
Vermont,4/24/2021,138,122,NA,33,NA,NA,0,NA,0,NA,NA,42,NA,NA,NA
Virginia,4/24/2021,1485,1344,NA,261,59,44,16,72,32,29,14,320,77,119,108
Washington,4/24/2021,1210,1086,NA,251,45,70,NA,49,17,NA,10,241,52,61,47
West Virginia,4/24/2021,471,401,NA,87,22,11,NA,22,NA,NA,13,87,22,27,24
Wisconsin,4/24/2021,1070,943,NA,216,29,35,NA,47,14,15,NA,237,53,45,31
Wyoming,4/24/2021,98,91,0,24,NA,NA,NA,NA,0,NA,0,20,NA,NA,NA
Puerto Rico,4/24/2021,699,642,17,123,60,55,13,18,NA,13,NA,129,22,58,52
United States,5/1/2021,59833,54013,707,11621,1911,2125,692,2618,839,997,560,12832,2945,4180,3607
Alabama,5/1/2021,1192,1103,26,216,23,50,21,64,26,25,24,303,58,46,41
Alaska,5/1/2021,115,93,0,26,NA,NA,NA,NA,0,NA,NA,20,NA,NA,NA
Arizona,5/1/2021,1279,1120,10,228,54,57,13,70,17,16,NA,267,52,54,47
Arkansas,5/1/2021,651,587,NA,136,22,20,NA,42,10,NA,NA,150,33,20,14
California,5/1/2021,5392,4852,30,1091,224,308,81,235,60,74,21,1195,352,197,136
Colorado,5/1/2021,844,726,NA,143,25,44,NA,50,12,NA,NA,148,50,54,44
Connecticut,5/1/2021,635,573,13,129,17,21,NA,19,17,19,11,120,31,48,38
Delaware,5/1/2021,205,184,NA,45,NA,NA,NA,12,0,NA,0,38,13,16,11
District of Columbia,5/1/2021,121,97,0,19,NA,NA,NA,NA,NA,0,NA,28,NA,NA,NA
Florida,5/1/2021,4476,4041,42,877,126,119,49,206,61,77,50,906,283,345,310
Georgia,5/1/2021,1824,1646,30,321,46,81,15,80,40,51,24,379,96,111,90
Hawaii,5/1/2021,234,216,0,47,NA,13,NA,11,NA,NA,NA,54,18,NA,NA
Idaho,5/1/2021,274,232,NA,57,16,NA,NA,16,NA,NA,NA,47,12,13,10
Illinois,5/1/2021,2224,2060,29,476,70,53,29,86,34,50,30,473,117,197,175
Indiana,5/1/2021,1362,1224,14,263,40,36,NA,77,21,27,NA,290,62,76,64
Iowa,5/1/2021,633,579,NA,121,22,29,NA,33,NA,NA,NA,155,30,23,14
Kansas,5/1/2021,513,461,NA,101,18,14,NA,19,NA,17,NA,95,22,22,21
Kentucky,5/1/2021,1017,928,19,189,33,33,15,66,14,18,10,250,44,39,30
Louisiana,5/1/2021,1002,881,16,192,36,40,10,41,20,19,12,225,50,45,42
Maine,5/1/2021,303,281,NA,60,10,NA,NA,16,NA,NA,0,68,NA,13,13
Maryland,5/1/2021,1080,965,20,218,34,18,NA,32,NA,14,NA,229,67,120,99
Massachusetts,5/1/2021,1114,1021,17,238,26,32,13,52,19,30,NA,233,33,66,61
Michigan,5/1/2021,2324,2145,20,380,68,73,19,86,21,34,12,475,113,439,398
Minnesota,5/1/2021,967,882,11,194,36,47,NA,45,11,NA,20,162,37,79,66
Mississippi,5/1/2021,694,625,NA,136,24,34,17,44,11,12,NA,160,30,36,24
Missouri,5/1/2021,1306,1169,18,257,45,50,14,63,14,31,12,291,58,64,53
Montana,5/1/2021,222,196,NA,58,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
Nebraska,5/1/2021,368,340,NA,69,10,11,NA,15,NA,NA,NA,87,21,21,18
Nevada,5/1/2021,551,490,NA,92,NA,10,NA,30,NA,NA,10,118,26,45,43
New Hampshire,5/1/2021,246,225,NA,60,NA,10,NA,13,NA,NA,NA,53,12,NA,NA
New Jersey,5/1/2021,1649,1535,49,299,34,49,26,36,39,28,25,371,76,201,185
New Mexico,5/1/2021,396,338,NA,69,11,NA,NA,21,10,NA,NA,79,13,15,13
New York,5/1/2021,2033,1897,24,410,42,32,41,71,39,40,37,474,96,164,146
New York City,5/1/2021,1163,1074,13,213,36,16,28,26,NA,10,NA,302,43,188,171
North Carolina,5/1/2021,2067,1859,14,417,85,68,26,73,29,35,17,411,106,121,96
North Dakota,5/1/2021,144,128,NA,28,NA,NA,NA,NA,NA,NA,NA,28,NA,13,10
Ohio,5/1/2021,2471,2191,38,476,88,85,29,111,49,37,20,545,125,141,123
Oklahoma,5/1/2021,739,667,NA,146,25,29,NA,52,NA,12,NA,213,28,14,10
Oregon,5/1/2021,776,705,NA,167,42,35,NA,26,NA,NA,18,139,33,36,31
Pennsylvania,5/1/2021,2706,2467,41,517,90,68,28,109,26,54,35,604,114,262,242
Rhode Island,5/1/2021,208,188,NA,40,NA,NA,0,11,NA,NA,NA,42,NA,19,17
South Carolina,5/1/2021,1152,1011,13,233,28,35,14,59,15,20,NA,218,48,74,66
South Dakota,5/1/2021,158,144,NA,25,NA,NA,NA,NA,NA,NA,NA,27,NA,11,10
Tennessee,5/1/2021,1648,1440,19,302,50,59,26,82,26,26,17,366,53,114,96
Texas,5/1/2021,4444,4031,59,862,156,206,47,191,49,75,34,913,229,299,266
Utah,5/1/2021,427,371,NA,71,18,14,NA,19,NA,NA,NA,83,11,14,12
Vermont,5/1/2021,136,123,NA,32,NA,NA,0,11,NA,NA,NA,27,NA,NA,NA
Virginia,5/1/2021,1492,1353,15,299,35,44,14,56,18,24,NA,310,78,121,105
Washington,5/1/2021,1225,1112,11,254,38,73,NA,55,13,NA,NA,245,56,62,53
West Virginia,5/1/2021,520,446,NA,102,22,18,NA,29,NA,13,NA,90,18,33,26
Wisconsin,5/1/2021,1022,911,12,199,29,29,NA,37,13,15,NA,264,45,50,40
Wyoming,5/1/2021,89,80,NA,21,NA,NA,NA,NA,0,NA,0,17,NA,NA,0
Puerto Rico,5/1/2021,628,577,16,102,57,55,14,16,NA,22,NA,92,27,54,51
United States,5/8/2021,59030,52996,700,11363,1896,2098,699,2585,843,917,585,12695,2982,4015,3445
Alabama,5/8/2021,1156,1043,16,209,39,41,10,73,24,20,16,266,57,63,60
Alaska,5/8/2021,92,77,NA,13,NA,NA,0,NA,NA,NA,NA,18,NA,13,12
Arizona,5/8/2021,1414,1233,10,269,44,51,10,76,19,26,14,283,58,63,56
Arkansas,5/8/2021,695,637,NA,117,33,27,12,50,NA,13,NA,167,36,22,17
California,5/8/2021,5370,4806,28,1138,209,291,72,208,55,66,28,1190,323,183,129
Colorado,5/8/2021,846,744,NA,149,17,46,NA,45,11,11,NA,163,36,72,62
Connecticut,5/8/2021,635,565,13,108,18,21,10,25,NA,NA,NA,133,39,39,36
Delaware,5/8/2021,192,171,NA,52,NA,NA,NA,NA,NA,NA,0,32,10,12,NA
District of Columbia,5/8/2021,125,103,0,22,NA,NA,NA,NA,NA,NA,0,19,NA,NA,NA
Florida,5/8/2021,4592,4142,57,905,141,140,50,183,56,53,62,924,309,353,311
Georgia,5/8/2021,1817,1631,33,339,44,69,20,73,41,44,28,374,95,112,92
Hawaii,5/8/2021,236,218,NA,45,NA,13,NA,10,NA,NA,NA,48,17,NA,NA
Idaho,5/8/2021,275,247,NA,55,17,NA,0,10,NA,NA,NA,56,11,12,10
Illinois,5/8/2021,2156,1938,31,395,55,68,30,84,19,42,17,464,122,211,191
Indiana,5/8/2021,1321,1180,16,268,37,37,15,81,18,31,NA,273,67,84,64
Iowa,5/8/2021,567,518,NA,120,19,16,NA,23,10,NA,NA,153,34,21,16
Kansas,5/8/2021,513,467,NA,107,15,14,12,32,NA,NA,NA,118,23,14,11
Kentucky,5/8/2021,973,883,NA,190,24,34,14,62,14,21,15,197,39,54,40
Louisiana,5/8/2021,959,805,17,166,36,36,10,39,15,23,13,215,52,27,25
Maine,5/8/2021,298,284,0,59,14,NA,NA,14,NA,0,NA,81,13,16,14
Maryland,5/8/2021,1019,895,13,189,37,13,NA,41,NA,NA,10,227,56,88,76
Massachusetts,5/8/2021,1137,1013,10,262,36,21,NA,48,10,21,11,196,46,54,45
Michigan,5/8/2021,2252,2067,18,361,73,79,19,89,21,27,11,516,96,389,356
Minnesota,5/8/2021,896,804,NA,185,25,36,NA,41,11,11,15,149,56,63,56
Mississippi,5/8/2021,636,573,NA,119,22,25,11,40,NA,13,NA,153,37,26,21
Missouri,5/8/2021,1230,1099,23,241,30,31,14,60,30,24,NA,289,51,47,37
Montana,5/8/2021,197,169,NA,38,NA,NA,NA,11,NA,NA,NA,38,NA,NA,0
Nebraska,5/8/2021,341,314,NA,75,12,14,NA,17,NA,NA,NA,68,12,17,NA
Nevada,5/8/2021,588,520,NA,106,22,15,12,27,NA,NA,NA,133,37,37,33
New Hampshire,5/8/2021,246,226,NA,63,10,10,NA,10,NA,NA,NA,55,NA,NA,NA
New Jersey,5/8/2021,1471,1383,40,272,38,42,23,39,45,24,19,352,78,173,151
New Mexico,5/8/2021,427,356,NA,76,19,21,NA,14,NA,NA,NA,71,NA,13,10
New York,5/8/2021,1967,1807,18,427,56,44,34,81,32,28,27,418,86,162,133
New York City,5/8/2021,1127,1034,14,212,31,25,23,19,NA,14,NA,300,37,168,145
North Carolina,5/8/2021,2088,1891,22,409,79,83,30,88,26,39,19,419,110,140,123
North Dakota,5/8/2021,145,129,NA,25,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
Ohio,5/8/2021,2403,2154,41,445,79,89,20,106,47,38,27,523,128,135,117
Oklahoma,5/8/2021,824,732,NA,161,27,32,12,47,NA,NA,NA,231,30,33,26
Oregon,5/8/2021,779,689,NA,157,15,41,NA,23,17,NA,19,150,41,47,41
Pennsylvania,5/8/2021,2761,2497,39,521,80,61,40,94,40,62,32,606,134,268,238
Rhode Island,5/8/2021,211,183,0,46,NA,NA,NA,11,NA,NA,NA,42,NA,12,NA
South Carolina,5/8/2021,1072,943,17,184,34,39,11,67,20,16,NA,222,53,61,55
South Dakota,5/8/2021,178,161,NA,29,NA,NA,NA,10,NA,NA,NA,40,NA,NA,NA
Tennessee,5/8/2021,1644,1446,22,261,57,45,19,90,22,24,20,378,67,113,100
Texas,5/8/2021,4359,3943,67,846,145,173,51,216,68,77,43,940,210,301,264
Utah,5/8/2021,385,341,NA,68,14,22,NA,17,NA,NA,NA,66,16,11,11
Vermont,5/8/2021,118,103,0,21,NA,NA,NA,NA,NA,0,0,28,NA,NA,NA
Virginia,5/8/2021,1482,1334,16,303,46,49,19,50,27,23,15,312,80,95,80
Washington,5/8/2021,1210,1094,NA,234,41,75,NA,55,15,NA,12,230,61,62,53
West Virginia,5/8/2021,488,420,NA,82,23,10,NA,19,12,14,NA,90,16,43,38
Wisconsin,5/8/2021,1026,900,11,198,39,44,10,39,16,13,NA,229,42,39,30
Wyoming,5/8/2021,91,84,0,21,0,NA,NA,NA,NA,NA,0,20,NA,NA,NA
Puerto Rico,5/8/2021,672,629,NA,95,71,47,NA,24,NA,24,NA,115,28,55,49
United States,5/15/2021,58469,52587,690,11542,1871,2015,670,2523,836,967,582,12431,2978,3694,3170
Alabama,5/15/2021,1095,987,20,180,24,48,15,69,16,30,19,273,59,50,46
Alaska,5/15/2021,99,83,0,17,NA,0,0,NA,0,NA,NA,20,NA,10,NA
Arizona,5/15/2021,1325,1153,NA,237,38,55,11,52,19,10,10,291,56,57,48
Arkansas,5/15/2021,688,631,NA,144,26,29,NA,41,11,14,NA,151,37,29,25
California,5/15/2021,5264,4745,32,1104,234,285,77,191,61,91,23,1112,322,155,123
Colorado,5/15/2021,874,747,10,153,27,29,NA,40,17,12,NA,143,38,93,80
Connecticut,5/15/2021,571,515,NA,122,NA,17,NA,16,10,13,NA,128,20,35,28
Delaware,5/15/2021,205,182,NA,43,NA,11,NA,13,NA,NA,NA,40,17,12,NA
District of Columbia,5/15/2021,125,104,NA,21,NA,0,NA,NA,NA,NA,NA,22,NA,14,10
Florida,5/15/2021,4519,4067,36,930,139,107,53,189,68,53,71,917,284,326,288
Georgia,5/15/2021,1786,1594,33,304,55,60,15,91,46,55,22,366,115,72,64
Hawaii,5/15/2021,229,210,NA,62,NA,NA,NA,NA,NA,NA,0,52,20,NA,NA
Idaho,5/15/2021,288,263,0,50,NA,20,NA,19,NA,NA,0,61,12,21,17
Illinois,5/15/2021,2132,1929,28,396,66,67,28,74,18,44,26,479,117,179,162
Indiana,5/15/2021,1291,1160,NA,258,51,28,15,66,23,25,10,283,65,83,68
Iowa,5/15/2021,555,491,NA,119,14,15,NA,29,11,NA,NA,118,21,31,23
Kansas,5/15/2021,511,455,NA,101,13,12,NA,25,NA,NA,NA,121,25,20,17
Kentucky,5/15/2021,957,845,13,196,36,29,NA,67,18,18,11,186,30,51,37
Louisiana,5/15/2021,939,836,24,163,31,36,17,31,31,25,NA,205,50,42,39
Maine,5/15/2021,293,253,0,60,NA,10,NA,18,NA,NA,NA,47,14,16,15
Maryland,5/15/2021,1054,926,NA,212,32,12,15,37,NA,16,NA,222,62,79,66
Massachusetts,5/15/2021,1105,1013,20,243,31,27,17,42,15,18,16,228,43,51,46
Michigan,5/15/2021,2170,2025,26,385,64,69,24,99,15,39,NA,479,101,345,316
Minnesota,5/15/2021,938,863,11,214,39,36,NA,45,10,17,20,146,40,70,56
Mississippi,5/15/2021,631,572,NA,135,28,31,NA,34,NA,10,NA,141,31,36,31
Missouri,5/15/2021,1325,1188,17,271,31,44,21,52,23,29,12,293,66,54,42
Montana,5/15/2021,196,176,0,43,NA,NA,NA,13,NA,NA,NA,32,NA,10,NA
Nebraska,5/15/2021,370,350,NA,85,NA,12,NA,24,NA,NA,NA,74,24,19,13
Nevada,5/15/2021,556,490,NA,92,17,19,NA,26,NA,NA,NA,140,31,28,22
New Hampshire,5/15/2021,232,204,NA,46,NA,NA,0,NA,NA,NA,NA,49,NA,11,10
New Jersey,5/15/2021,1478,1362,29,305,35,39,16,47,31,23,22,341,66,138,125
New Mexico,5/15/2021,441,375,NA,92,18,15,NA,13,NA,NA,NA,75,25,16,12
New York,5/15/2021,1930,1767,20,367,62,42,32,76,38,37,40,467,82,113,98
New York City,5/15/2021,1160,1065,13,221,42,24,25,20,13,NA,15,306,39,142,119
North Carolina,5/15/2021,2001,1786,27,415,78,70,21,84,32,42,16,377,92,118,105
North Dakota,5/15/2021,138,129,NA,25,NA,NA,NA,NA,NA,0,NA,28,NA,NA,NA
Ohio,5/15/2021,2414,2169,30,441,81,84,26,120,32,36,25,547,137,127,103
Oklahoma,5/15/2021,789,701,NA,157,25,29,NA,44,NA,15,0,220,39,36,24
Oregon,5/15/2021,810,739,NA,170,25,31,NA,33,14,NA,NA,135,46,52,50
Pennsylvania,5/15/2021,2735,2464,54,546,78,69,23,99,38,48,31,584,125,211,183
Rhode Island,5/15/2021,238,207,0,53,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA
South Carolina,5/15/2021,1086,962,11,192,37,51,NA,60,16,17,NA,212,60,63,55
South Dakota,5/15/2021,161,144,NA,30,NA,10,NA,12,NA,NA,0,24,NA,NA,NA
Tennessee,5/15/2021,1641,1448,24,288,46,48,20,99,22,19,19,360,70,115,102
Texas,5/15/2021,4384,3959,59,857,140,171,45,176,59,65,39,906,234,285,244
Utah,5/15/2021,380,336,NA,87,NA,21,NA,15,NA,NA,NA,71,12,11,11
Vermont,5/15/2021,127,105,0,38,NA,NA,0,NA,0,0,NA,24,NA,NA,NA
Virginia,5/15/2021,1475,1349,26,291,46,30,14,57,29,27,12,307,73,86,76
Washington,5/15/2021,1185,1059,NA,255,28,69,NA,50,11,NA,NA,222,62,74,61
West Virginia,5/15/2021,482,423,NA,95,13,21,12,31,NA,19,14,91,17,30,27
Wisconsin,5/15/2021,1001,905,14,215,32,35,10,38,14,11,NA,238,54,42,34
Wyoming,5/15/2021,90,76,0,16,NA,NA,NA,NA,NA,NA,NA,19,0,NA,NA
Puerto Rico,5/15/2021,663,630,17,125,61,56,11,15,NA,21,NA,112,27,56,50
United States,5/22/2021,58761,52631,711,11602,1717,2165,641,2622,865,971,603,12408,3012,3245,2755
Alabama,5/22/2021,1095,1005,16,183,22,59,17,56,16,17,17,290,51,50,40
Alaska,5/22/2021,97,79,0,20,NA,NA,0,NA,0,NA,NA,14,NA,NA,NA
Arizona,5/22/2021,1254,1113,NA,232,40,53,19,54,15,19,11,247,60,54,46
Arkansas,5/22/2021,678,619,14,121,36,32,NA,37,10,13,NA,153,29,20,16
California,5/22/2021,5273,4714,29,1131,169,278,62,210,49,75,30,1111,357,154,121
Colorado,5/22/2021,844,721,NA,155,21,28,NA,42,15,NA,NA,135,36,69,60
Connecticut,5/22/2021,598,516,13,123,13,15,NA,23,11,10,NA,119,25,18,16
Delaware,5/22/2021,215,183,NA,48,NA,NA,NA,NA,NA,NA,NA,40,12,NA,NA
District of Columbia,5/22/2021,132,113,NA,22,NA,NA,NA,NA,NA,0,0,24,NA,11,10
